name,region,municipality,address,latitude,longitude,power_station,connector,curret,power_charger
Cargadores Estacionamientos Aeropuerto Pudahuel - 1,Metropolitana,Pudahuel,Jean Mermoz 2101,-3.339.934,-7.079.489,22,Conector Tipo 2,AC,22
Cargadores Estacionamientos Aeropuerto Pudahuel - 2,Metropolitana,Pudahuel,Jean Mermoz 2101,-3.339.934,-7.079.489,22,Conector Tipo 2,AC,22
Cargadores Estacionamientos Aeropuerto Pudahuel - 3,Metropolitana,Pudahuel,Jean Mermoz 2101,-3.339.934,-7.079.489,22,Conector Tipo 2,AC,22
Cargadores Estacionamientos Aeropuerto Pudahuel - 4,Metropolitana,Pudahuel,Jean Mermoz 2101,-3.339.934,-7.079.489,22,Conector Tipo 2,AC,22
Cargadores Estacionamientos Aeropuerto Pudahuel - 5,Metropolitana,Pudahuel,Jean Mermoz 2101,-3.339.934,-7.079.489,22,Conector Tipo 2,AC,22
Cargadores Estacionamientos Aeropuerto Pudahuel - 6,Metropolitana,Pudahuel,Jean Mermoz 2101,-3.339.934,-7.079.489,22,Conector Tipo 2,AC,22
Enel X - Mc Donald Iquique - 1,Tarapacá,Iquique,Heroes de la Cocepcion 2494,-2.023.345,-7.014.197,22,Conector Tipo 2,AC,22
Enel X Mc Donald Pajaritos - 1,Metropolitana,Maipú,Pajaritos 2872,-3.350.085,-707.576,44,Conector Tipo 2,AC,22
Enel X Mc Donald Pajaritos - 1,Metropolitana,Maipú,Pajaritos 2872,-3.350.085,-707.576,44,Conector Tipo 2,AC,22
Mc Donalds Independencia - 1,Metropolitana,Independencia,avenida independencia 397,-3.342.653,-706.542,7,4,Conector Tipo 2,AC,7,4
Mc Donalds Independencia - 2,Metropolitana,Independencia,avenida independencia 397,-3.342.653,-706.542,7,4,Conector Tipo 2,AC,7,4
Mc Donalds Kennedy - 1,Metropolitana,Las Condes,Av. Presidente Kennedy Lateral 5055,-3.340.249,-7.058.085,14,Conector Tipo 2,AC,7
Mc Donalds Kennedy - 1,Metropolitana,Las Condes,Av. Presidente Kennedy Lateral 5055,-3.340.249,-7.058.085,14,Conector Tipo 2,AC,7
Mc Donalds Vicuña Mackenna - 1,Metropolitana,La Florida,Av. vicuña mackenna 8153,-3.352.875,-7.059.615,7,4,Conector Tipo 2,AC,7,4
Mc Donalds Vicuña Mackenna - 2,Metropolitana,La Florida,Av. vicuña mackenna 8153,-3.352.875,-7.059.615,7,4,Conector Tipo 2,AC,7,4
Automóvil Club Chile - 1,Metropolitana,Providencia,Andr¿s Bello 1863,-3.342.294,-7.061.701,14,Conector Tipo 1,AC,7
Automóvil Club Chile - 1,Metropolitana,Providencia,Andr¿s Bello 1863,-3.342.294,-7.061.701,14,Conector Tipo 2,AC,7
Inst. Cargador Globalvía Peaje Lampa Poniente - 1,Metropolitana,Lampa,Ruta 5 Norte km.26 Poniente 000,-3.323.692,-7.075.872,55,Conector Tipo 2,AC,43
Inst. Cargador Globalvía Peaje Lampa Poniente - 1,Metropolitana,Lampa,Ruta 5 Norte km.26 Poniente 000,-3.323.692,-7.075.872,55,CHAdeMO,DC,50
Inst. Cargador Globalvía Peaje Lampa Poniente - 1,Metropolitana,Lampa,Ruta 5 Norte km.26 Poniente 000,-3.323.692,-7.075.872,55,Combinado Tipo 2,DC,50
Bodegas San Francisco - 1,Metropolitana,Pudahuel,Puerto Madero 9710,-3.345.277,-7.078.616,44,Conector Tipo 2,AC,22
Bodegas San Francisco - 1,Metropolitana,Pudahuel,Puerto Madero 9710,-3.345.277,-7.078.616,44,Conector Tipo 2,AC,22
Bodegas San Francisco,Metropolitana,Pudahule,Camino La Farfana 390,-3.345.543,-7.080.337,22,Conector Tipo 2,AC,22
BSF - 1,Metropolitana,Pudahuel,Americo Vespucio 400,-3.345.607,-7.076.757,44,Conector Tipo 2,AC,22
BSF - 1,Metropolitana,Pudahuel,Americo Vespucio 400,-3.345.607,-7.076.757,44,Conector Tipo 2,AC,22
Dreams Punta Arenas - 1,Magallanes y de la Antártica Chilena,Punta Arenas,Libertador Bernardo Ohiggins 1235,-5.316.611,-7.090.611,7,4,Conector Tipo 1,AC,7,4
Dreams Punta Arenas - 2,Magallanes y de la Antártica Chilena,Punta Arenas,Libertador Bernardo Ohiggins 1235,-5.316.611,-7.090.611,7,4,Conector Tipo 1,AC,7,4
Casino Enjoy Los Andes - 1,Valparaíso,Los Andes,Carretera san Martin 57,-3.292.659,-7.068.015,44,Conector Tipo 2,AC,22
Casino Enjoy Los Andes - 1,Valparaíso,Los Andes,Carretera san Martin 57,-3.292.659,-7.068.015,44,Conector Tipo 2,AC,22
Tanica Poniente - 1,Metropolitana,Vitacura,Santa Maria 5870,-3.338.042,-705.857,14,Conector Tipo 2,AC,7
Tanica Poniente - 1,Metropolitana,Vitacura,Santa Maria 5870,-3.338.042,-705.857,14,Conector Tipo 2,AC,7
Cargador Electrico Jumbo-Easy Vina del Mar - 1,Valparaíso,Vina del Mar,Uno Norte 2887,-3.303.596,-7.152.344,7,4,Conector Tipo 2,AC,7,4
CGE Concepción 1,Biobío,Concepción,Barros Arana #64,-3.682.982,-7.305.819,7,Conector Tipo 1,AC,7
CGE Concepción 2,Biobío,Concepción,Barros Arana #64,-3.682.982,-7.305.819,7,Conector Tipo 1,AC,7
Electrolinera Arica - 1,Arica y Parinacota,Arica,Santa Maria 2724,-1.846.279,-7.029.762,44,Conector Tipo 2,AC,22
Electrolinera Arica - 1,Arica y Parinacota,Arica,Santa Maria 2724,-1.846.279,-7.029.762,44,Conector Tipo 2,AC,22
Mall ZOFRI - 1,Tarapacá,Iquique,salitrera victoria s/n,-2.020.505,-7.013.945,44,Conector Tipo 2,AC,22
Mall ZOFRI - 1,Tarapacá,Iquique,salitrera victoria s/n,-2.020.505,-7.013.945,44,Conector Tipo 2,AC,22
Oficina CGE, Copiapo - 1,Atacama,Copiapó,avenida circunvalaci¿n 51,-2.736.084,-703.386,44,Conector Tipo 2,AC,22
Oficina CGE, Copiapo - 1,Atacama,Copiapó,avenida circunvalaci¿n 51,-2.736.084,-703.386,44,Conector Tipo 2,AC,22
Plaza Vicuña Mackena 1,Coquimbo,Coquimbo,Plaza Vicuña Mackenna, Barrio Ingles.,-2.994.943,-7.133.725,7,Conector Tipo 1,AC,7
Plaza Vicuña Mackena 2,Coquimbo,Coquimbo,Plaza Vicuña Mackenna, Barrio Ingles.,-2.994.943,-7.133.725,7,Conector Tipo 1,AC,7
Mall Los trapenses - 1,Metropolitana,Lo Barnechea,José Alcalde delano 10492,-3.335.645,-7.053.946,44,Conector Tipo 2,AC,22
Mall Los trapenses - 1,Metropolitana,Lo Barnechea,José Alcalde delano 10492,-3.335.645,-7.053.946,44,Conector Tipo 2,AC,22
CCTA Chilquinta Quilpué - 1,Valparaíso,ex-Quilpue,ALTO EL YUGO, LO OROZCO S/N,-330.878,-7.140.353,22,Conector Tipo 2,AC,22
Edificio Chilquinta Barón - 1,Valparaíso,Valparaíso,AV. ARGENTINA 1,-3.304.257,-7.160.482,22,Conector Tipo 2,AC,44
Edificio Chilquinta Barón - 2,Valparaíso,Valparaíso,AV. ARGENTINA 1,-3.304.257,-7.160.482,22,Conector Tipo 2,AC,44
Edificio Chilquinta Curauma - 1,Valparaíso,Valparaíso,Cerro El Plomo 3819,-3.313.118,-7.156.017,22,Conector Tipo 2,AC,22
Edificio Chilquinta Curauma - 1,Valparaíso,Valparaíso,Cerro El Plomo 3819,-3.313.118,-7.156.017,22,Conector Tipo 2,AC,22
Edificio Chilquinta Curauma - 2,Valparaíso,Valparaíso,Cerro El Plomo 3819,-3.313.118,-7.156.017,22,Conector Tipo 2,AC,22
Edificio Chilquinta Curauma - 2,Valparaíso,Valparaíso,Cerro El Plomo 3819,-3.313.118,-7.156.017,22,Conector Tipo 2,AC,22
Oficina Chilquinta Los Andes - 1,Valparaíso,Los Andes,SANTA ROSA 457,-3.283.459,-7.059.939,22,Conector Tipo 2,AC,22
Oficina Chilquinta Quillota - 1,Valparaíso,Quillota,CHACABUCO 344,-3.287.815,-7.124.723,22,Conector Tipo 1,AC,22
Oficina Chilquinta Quillota - 1,Valparaíso,Quillota,CHACABUCO 344,-3.287.815,-7.124.723,22,Conector Tipo 1,AC,22
Oficina Chilquinta Quillota - 2,Valparaíso,Quillota,CHACABUCO 344,-3.287.815,-7.124.723,22,Conector Tipo 1,AC,22
Oficina Chilquinta Quillota - 2,Valparaíso,Quillota,CHACABUCO 344,-3.287.815,-7.124.723,22,Conector Tipo 1,AC,22
Oficina Chilquinta Quilpué - 1,Valparaíso,ex-Quilpue,Zenteno 721,-330.454,-7.143.807,22,Conector Tipo 2,AC,22
Oficina Chilquinta San Antonio - 1,Valparaíso,San Antonio,El Molo 2,-3.359.578,-7.161.284,22,Conector Tipo 2,AC,22
Shell Placilla,Valparaíso,Valparaíso,Ruta 68 km 98. Lado Sur,-3.312.139,-7.156.205,50,Conector Tipo 2,AC,43
Shell Placilla,Valparaíso,Valparaíso,Ruta 68 km 98. Lado Sur,-3.312.139,-7.156.205,50,CHAdeMO,DC,50
Shell Placilla,Valparaíso,Valparaíso,Ruta 68 km 98. Lado Sur,-3.312.139,-7.156.205,50,Combinado Tipo 2,DC,50
Hotel Marriott - 1,Metropolitana,Las Condes,Presidente Kennedy 5741,-3.339.999,-7.057.428,22,Conector Tipo 2,AC,22
Saba Paseo Bulnes - 1,Metropolitana,Santiago,Paseo bulnes 141,-3.344.743,-706.533,7,Conector Tipo 2,AC,7
Saba Paseo Bulnes - 1,Metropolitana,Santiago,Paseo bulnes 141,-3.344.743,-706.533,7,Conector Tipo 2,AC,7
Saba Paseo Bulnes - 1,Metropolitana,Santiago,Paseo bulnes 141,-3.344.743,-706.533,7,Conector Tipo 2,AC,7
Saba Paseo Bulnes - 2,Metropolitana,Santiago,Paseo bulnes 141,-3.344.743,-706.533,7,Conector Tipo 2,AC,7
Saba Paseo Bulnes - 2,Metropolitana,Santiago,Paseo bulnes 141,-3.344.743,-706.533,7,Conector Tipo 2,AC,7
Saba Paseo Bulnes - 2,Metropolitana,Santiago,Paseo bulnes 141,-3.344.743,-706.533,7,Conector Tipo 2,AC,7
Saba Paseo Bulnes - 3,Metropolitana,Santiago,Paseo bulnes 141,-3.344.743,-706.533,7,Conector Tipo 2,AC,7
Saba Paseo Bulnes - 3,Metropolitana,Santiago,Paseo bulnes 141,-3.344.743,-706.533,7,Conector Tipo 2,AC,7
Saba Paseo Bulnes - 3,Metropolitana,Santiago,Paseo bulnes 141,-3.344.743,-706.533,7,Conector Tipo 2,AC,7
Saba Plaza Mekis - 1,Metropolitana,Santiago,Agustinas 735,-3.344.038,-7.064.727,7,Conector Tipo 2,AC,7
Saba Plaza Mekis - 2,Metropolitana,Santiago,Agustinas 735,-3.344.038,-7.064.727,7,Conector Tipo 2,AC,7
Saba Plaza Mekis - 3,Metropolitana,Santiago,Agustinas 735,-3.344.038,-7.064.727,7,Conector Tipo 2,AC,7
Cargador Av. Calera de tango - 1,Metropolitana,Calera de Tango,Av. Calera de Tango frente 345,-336.302,-7.076.153,44,Conector Tipo 2,AC,22
Cargador Av. Calera de tango - 1,Metropolitana,Calera de Tango,Av. Calera de Tango frente 345,-336.302,-7.076.153,44,Conector Tipo 2,AC,22
Cargador Urbano Arturo Prat 234 - 1,Metropolitana,Tiltil,Arturo Prat 234,-3.308.455,-7.092.905,44,Conector Tipo 2,AC,22
Cargador Urbano Arturo Prat 234 - 1,Metropolitana,Tiltil,Arturo Prat 234,-3.308.455,-7.092.905,44,Conector Tipo 2,AC,22
Cargador Urbano Cerro Navia Rolando Petersen - 1,Metropolitana,Cerro Navia,Rolando Petersen S/N,-3.341.348,-7.074.713,44,Conector Tipo 2,AC,22
Cargador Urbano Cerro Navia Rolando Petersen - 1,Metropolitana,Cerro Navia,Rolando Petersen S/N,-3.341.348,-7.074.713,44,Conector Tipo 2,AC,22
Cargador Urbano Ignacio Carrera Pinto - 1,Metropolitana,Tiltil,Ignacio Carrera Pinto S/N,-3.308.553,-7.092.972,44,Conector Tipo 2,AC,22
Cargador Urbano Ignacio Carrera Pinto - 1,Metropolitana,Tiltil,Ignacio Carrera Pinto S/N,-3.308.553,-7.092.972,44,Conector Tipo 2,AC,22
Cargador Urbano Santelices - 1,Metropolitana,Isla de Maipo,SANTELICES 145,-3.375.583,-7.089.779,44,Conector Tipo 2,AC,22
Cargador Urbano Santelices - 1,Metropolitana,Isla de Maipo,SANTELICES 145,-3.375.583,-7.089.779,44,Conector Tipo 2,AC,22
COPEC CANTA GALLO - LAS CONDES - 1,Metropolitana,Las Condes,AV. LAS CONDES 12145,-3.337.418,-705.198,43,56,Conector Tipo 2,AC,22
COPEC CANTA GALLO - LAS CONDES - 1,Metropolitana,Las Condes,AV. LAS CONDES 12145,-3.337.418,-705.198,43,56,Conector Tipo 2,AC,22
Copec Av. Libertad,Valparaíso,Viña del Mar,Av. Libertad #501,-3.301.732,-7.155.049,50,CHAdeMO,DC,50
Copec Av. Libertad,Valparaíso,Viña del Mar,Av. Libertad #501,-3.301.732,-7.155.049,50,Combinado Tipo 2,DC,50
Copec Av. Libertad,Valparaíso,Viña del Mar,Av. Libertad #501,-3.301.732,-7.155.049,50,Conector Tipo 2,AC,43
COPEC CAMILO HENRIQUEZ - PUENTE ALTO - 1,Metropolitana,Puente Alto,CAMILO HENRIQUEZ 4583,-3.355.784,-7.055.931,43,56,Conector Tipo 2,AC,22
COPEC CAMILO HENRIQUEZ - PUENTE ALTO - 1,Metropolitana,Puente Alto,CAMILO HENRIQUEZ 4583,-3.355.784,-7.055.931,43,56,Conector Tipo 2,AC,22
COPEC CHAMISERO - COLINA - 1,Metropolitana,Colina,AV. CHAMISERO 10410,-3.330.688,-7.066.335,43,56,Conector Tipo 2,AC,22
COPEC CHAMISERO - COLINA - 1,Metropolitana,Colina,AV. CHAMISERO 10410,-3.330.688,-7.066.335,43,56,Conector Tipo 2,AC,22
COPEC Chillán - 1,Ñuble,Chillan Viejo,Ruta 5 Km 409,4 Ruta 5 Poniente S/N,-3.663.346,-7.219.409,72,Conector Tipo 2,AC,43
COPEC Chillán - 1,Ñuble,Chillan Viejo,Ruta 5 Km 409,4 Ruta 5 Poniente S/N,-3.663.346,-7.219.409,72,Combinado Tipo 2,DC,50
COPEC Chillán - 1,Ñuble,Chillan Viejo,Ruta 5 Km 409,4 Ruta 5 Poniente S/N,-3.663.346,-7.219.409,72,CHAdeMO,DC,50
COPEC Chimbarongo - 1,Libertador Bernardo OHiggins,Chimbarongo,PANAMERICANA SUR KM 157,-347.348,-7.103.964,72,CHAdeMO,DC,50
COPEC Chimbarongo - 1,Libertador Bernardo OHiggins,Chimbarongo,PANAMERICANA SUR KM 157,-347.348,-7.103.964,72,Combinado Tipo 2,DC,50
COPEC Chimbarongo - 1,Libertador Bernardo OHiggins,Chimbarongo,PANAMERICANA SUR KM 157,-347.348,-7.103.964,72,Conector Tipo 2,AC,43
COPEC Colina - 1,Metropolitana,Colina,Ruta 5 norte KM 27.5 S/N,-3.321.605,-7.076.698,72,Conector Tipo 2,AC,43
COPEC Colina - 1,Metropolitana,Colina,Ruta 5 norte KM 27.5 S/N,-3.321.605,-7.076.698,72,Combinado Tipo 2,DC,50
COPEC Colina - 1,Metropolitana,Colina,Ruta 5 norte KM 27.5 S/N,-3.321.605,-7.076.698,72,CHAdeMO,DC,50
COPEC Concepción Prat - 1,Biobío,Concepción,Avenida Arturo Prat 289,-3.683.281,-7.305.743,50,Conector Tipo 2,AC,43
COPEC Concepción Prat - 1,Biobío,Concepción,Avenida Arturo Prat 289,-3.683.281,-7.305.743,50,CHAdeMO,DC,50
COPEC Concepción Prat - 1,Biobío,Concepción,Avenida Arturo Prat 289,-3.683.281,-7.305.743,50,Combinado Tipo 2,DC,50
COPEC Costanera Antofagasta - 1,Antofagasta,Antofagasta,EDMUNDO PEREZ ZUJOVIC 10675,-2.356.551,-7.039.861,72,CHAdeMO,DC,50
COPEC Costanera Antofagasta - 1,Antofagasta,Antofagasta,EDMUNDO PEREZ ZUJOVIC 10675,-2.356.551,-7.039.861,72,Conector Tipo 2,AC,43
COPEC Costanera Antofagasta - 1,Antofagasta,Antofagasta,EDMUNDO PEREZ ZUJOVIC 10675,-2.356.551,-7.039.861,72,Combinado Tipo 2,DC,50
COPEC Costanera Norte E0 - 1,Metropolitana,Vitacura,Costanera Norte Km 2,5 E-0 S/N,-3.337.513,-7.053.187,175,Combinado Tipo 2,DC,175
COPEC Costanera Norte E0 - 1,Metropolitana,Vitacura,Costanera Norte Km 2,5 E-0 S/N,-3.337.513,-7.053.187,175,CHAdeMO,DC,50
Copec Costanera Norte, Pudahuel,Metropolitana,Pudahuel,Costanera Norte km 34,-3.343.393,-7.081.048,50,CHAdeMO,DC,50
Copec Costanera Norte, Pudahuel,Metropolitana,Pudahuel,Costanera Norte km 34,-3.343.393,-7.081.048,50,Combinado Tipo 2,DC,50
Copec Costanera Norte, Pudahuel,Metropolitana,Pudahuel,Costanera Norte km 34,-3.343.393,-7.081.048,50,Conector Tipo 2,AC,43
Copec Costanera Norte, Vitacura,Metropolitana,Vitacura,Costanera Norte km 8 (dirección oriente),-333.821,-7.059.316,50,CHAdeMO,DC,50
Copec Costanera Norte, Vitacura,Metropolitana,Vitacura,Costanera Norte km 8 (dirección oriente),-333.821,-7.059.316,50,Combinado Tipo 2,DC,50
Copec Costanera Norte, Vitacura,Metropolitana,Vitacura,Costanera Norte km 8 (dirección oriente),-333.821,-7.059.316,50,Conector Tipo 2,AC,43
COPEC Hijuelas - 1,Valparaíso,Hijuelas,Panamericana Norte KM 10 S/N,-3.282.762,-7.113.017,72,Combinado Tipo 2,DC,50
COPEC Hijuelas - 1,Valparaíso,Hijuelas,Panamericana Norte KM 10 S/N,-3.282.762,-7.113.017,72,Conector Tipo 2,AC,43
COPEC Hijuelas - 1,Valparaíso,Hijuelas,Panamericana Norte KM 10 S/N,-3.282.762,-7.113.017,72,CHAdeMO,DC,50
COPEC Llay Llay - 1,Valparaíso,Llaillay,Panamericana Norte Km 83 Ruta 5 Poniente S/N,-3.284.235,-7.100.309,72,CHAdeMO,DC,50
COPEC Llay Llay - 1,Valparaíso,Llaillay,Panamericana Norte Km 83 Ruta 5 Poniente S/N,-3.284.235,-7.100.309,72,Combinado Tipo 2,DC,50
COPEC Llay Llay - 1,Valparaíso,Llaillay,Panamericana Norte Km 83 Ruta 5 Poniente S/N,-3.284.235,-7.100.309,72,Conector Tipo 2,AC,43
COPEC Los Angeles Ruta 5 km 518,5 - lado poniente - 1,Biobío,Los Ángeles,RUTA 5 SUR KM 518.5 S/N,-3.754.693,-7.230.943,94,58,CHAdeMO,DC,50
COPEC Los Angeles Ruta 5 km 518,5 - lado poniente - 1,Biobío,Los Ángeles,RUTA 5 SUR KM 518.5 S/N,-3.754.693,-7.230.943,94,58,Conector Tipo 2,AC,43
COPEC Los Angeles Ruta 5 km 518,5 - lado poniente - 1,Biobío,Los Ángeles,RUTA 5 SUR KM 518.5 S/N,-3.754.693,-7.230.943,94,58,Combinado Tipo 2,DC,50
COPEC Los Vilos, km 225 - 1,Coquimbo,Los Vilos,RUTA 5 NORTE S/N,-3.188.886,-7.149.199,94,58,Combinado Tipo 2,DC,50
COPEC Los Vilos, km 225 - 1,Coquimbo,Los Vilos,RUTA 5 NORTE S/N,-3.188.886,-7.149.199,94,58,CHAdeMO,DC,50
COPEC Los Vilos, km 225 - 1,Coquimbo,Los Vilos,RUTA 5 NORTE S/N,-3.188.886,-7.149.199,94,58,Conector Tipo 2,AC,43
COPEC Marbella - 1,Valparaíso,Puchuncaví,Ruta F30E Lote CC4 S/N,-3.267.145,-7.142.591,72,Combinado Tipo 2,DC,50
COPEC Marbella - 1,Valparaíso,Puchuncaví,Ruta F30E Lote CC4 S/N,-3.267.145,-7.142.591,72,Conector Tipo 2,AC,43
COPEC Marbella - 1,Valparaíso,Puchuncaví,Ruta F30E Lote CC4 S/N,-3.267.145,-7.142.591,72,CHAdeMO,DC,50
COPEC Maule - 1,Maule,Maule,PANAMERICANA SUR KM 265 S/N,-35.532,-7.168.785,72,Conector Tipo 2,AC,43
COPEC Maule - 1,Maule,Maule,PANAMERICANA SUR KM 265 S/N,-35.532,-7.168.785,72,Combinado Tipo 2,DC,50
COPEC Maule - 1,Maule,Maule,PANAMERICANA SUR KM 265 S/N,-35.532,-7.168.785,72,CHAdeMO,DC,50
COPEC Mostazal Oriente - 1,Libertador Bernardo OHiggins,Mostazal,PANAMERICANA SUR KM 67.1 KM 237.6,-3.401.669,-7.070.271,72,Conector Tipo 2,AC,43
COPEC Mostazal Oriente - 1,Libertador Bernardo OHiggins,Mostazal,PANAMERICANA SUR KM 67.1 KM 237.6,-3.401.669,-7.070.271,72,Combinado Tipo 2,DC,50
COPEC Mostazal Oriente - 1,Libertador Bernardo OHiggins,Mostazal,PANAMERICANA SUR KM 67.1 KM 237.6,-3.401.669,-7.070.271,72,CHAdeMO,DC,50
COPEC Mostazal Poniente - 1,Libertador Bernardo OHiggins,Mostazal,Panamericana Sur Km 66.7 Ruta 5 Poniente S/N,-3.401.158,-7.070.408,72,Conector Tipo 2,AC,43
COPEC Mostazal Poniente - 1,Libertador Bernardo OHiggins,Mostazal,Panamericana Sur Km 66.7 Ruta 5 Poniente S/N,-3.401.158,-7.070.408,72,CHAdeMO,DC,50
COPEC Mostazal Poniente - 1,Libertador Bernardo OHiggins,Mostazal,Panamericana Sur Km 66.7 Ruta 5 Poniente S/N,-3.401.158,-7.070.408,72,Combinado Tipo 2,DC,50
COPEC Parcela 20 Las Vegas de La Serena - 1,Coquimbo,La Serena,PARCELA 20 VEGAS SUR S/N,-2.994.162,-7.128.037,94,58,Combinado Tipo 2,DC,50
COPEC Parcela 20 Las Vegas de La Serena - 1,Coquimbo,La Serena,PARCELA 20 VEGAS SUR S/N,-2.994.162,-7.128.037,94,58,CHAdeMO,DC,50
COPEC Parcela 20 Las Vegas de La Serena - 1,Coquimbo,La Serena,PARCELA 20 VEGAS SUR S/N,-2.994.162,-7.128.037,94,58,Conector Tipo 2,AC,43
COPEC Parral - 1,Maule,Parral,Panamericana Sur 339 S/N,-3.613.353,-7.180.768,72,CHAdeMO,DC,50
COPEC Parral - 1,Maule,Parral,Panamericana Sur 339 S/N,-3.613.353,-7.180.768,72,Combinado Tipo 2,DC,50
COPEC Parral - 1,Maule,Parral,Panamericana Sur 339 S/N,-3.613.353,-7.180.768,72,Conector Tipo 2,AC,43
COPEC PEDRO FONTOVA - HUECHURABA - 1,Metropolitana,Huechuraba,AV. PEDRO FONTOVA 6789,-3.336.017,-7.066.956,43,56,Conector Tipo 2,AC,22
COPEC PEDRO FONTOVA - HUECHURABA - 1,Metropolitana,Huechuraba,AV. PEDRO FONTOVA 6789,-3.336.017,-7.066.956,43,56,Conector Tipo 2,AC,22
COPEC Placilla - 1,Valparaíso,Valparaíso,Placilla KM 105 S/N,-3.312.796,-7.156.282,72,CHAdeMO,DC,50
COPEC Placilla - 1,Valparaíso,Valparaíso,Placilla KM 105 S/N,-3.312.796,-7.156.282,72,Combinado Tipo 2,DC,50
COPEC Placilla - 1,Valparaíso,Valparaíso,Placilla KM 105 S/N,-3.312.796,-7.156.282,72,Conector Tipo 2,AC,43
COPEC Ruta 5 Norte km 370 -Socos, Ovalle - 1,Coquimbo,Ovalle,RUTA 5 NORTE km 370,-3.071.884,-7.149.479,94,58,Combinado Tipo 2,DC,50
COPEC Ruta 5 Norte km 370 -Socos, Ovalle - 1,Coquimbo,Ovalle,RUTA 5 NORTE km 370,-3.071.884,-7.149.479,94,58,CHAdeMO,DC,50
COPEC Ruta 5 Norte km 370 -Socos, Ovalle - 1,Coquimbo,Ovalle,RUTA 5 NORTE km 370,-3.071.884,-7.149.479,94,58,Conector Tipo 2,AC,43
COPEC Ruta 5 Norte km 205. Palo Colorado Oriente - 1,Coquimbo,Los Vilos,RUTA 5 NORTE ORIENTE km 205,-3.207.951,-7.151.586,94,58,Combinado Tipo 2,DC,50
COPEC Ruta 5 Norte km 205. Palo Colorado Oriente - 1,Coquimbo,Los Vilos,RUTA 5 NORTE ORIENTE km 205,-3.207.951,-7.151.586,94,58,Conector Tipo 2,AC,43
COPEC Ruta 5 Norte km 205. Palo Colorado Oriente - 1,Coquimbo,Los Vilos,RUTA 5 NORTE ORIENTE km 205,-3.207.951,-7.151.586,94,58,CHAdeMO,DC,50
Copec ruta 5 Norte km 205. Palo Colorado Poniente - 1,Coquimbo,Los Vilos,RUTA 5 NORTE PONIENTE KM 205 S/N,-3.207.854,-7.151.752,94,58,Conector Tipo 2,AC,43
Copec ruta 5 Norte km 205. Palo Colorado Poniente - 1,Coquimbo,Los Vilos,RUTA 5 NORTE PONIENTE KM 205 S/N,-3.207.854,-7.151.752,94,58,CHAdeMO,DC,50
Copec ruta 5 Norte km 205. Palo Colorado Poniente - 1,Coquimbo,Los Vilos,RUTA 5 NORTE PONIENTE KM 205 S/N,-3.207.854,-7.151.752,94,58,Combinado Tipo 2,DC,50
COPEC Ruta 5 Sur km 484. Los Alamos - 1,Biobío,Los Alamos,RUTA 5 SUR KM 484 S/N,-3.728.321,-7.235.431,94,58,CHAdeMO,DC,50
COPEC Ruta 5 Sur km 484. Los Alamos - 1,Biobío,Los Alamos,RUTA 5 SUR KM 484 S/N,-3.728.321,-7.235.431,94,58,Conector Tipo 2,AC,43
COPEC Ruta 5 Sur km 484. Los Alamos - 1,Biobío,Los Alamos,RUTA 5 SUR KM 484 S/N,-3.728.321,-7.235.431,94,58,Combinado Tipo 2,DC,43
Copec Ruta 5 Sur km 614,5. Victoria - 1,La Araucanía,Victoria,RUTA 5 SUR KM 614.4 S/N,-3.827.936,-7.236.559,94,58,Conector Tipo 2,AC,43
Copec Ruta 5 Sur km 614,5. Victoria - 1,La Araucanía,Victoria,RUTA 5 SUR KM 614.4 S/N,-3.827.936,-7.236.559,94,58,CHAdeMO,DC,50
Copec Ruta 5 Sur km 614,5. Victoria - 1,La Araucanía,Victoria,RUTA 5 SUR KM 614.4 S/N,-3.827.936,-7.236.559,94,58,Combinado Tipo 2,DC,43
COPEC Ruta 78- Lado Norte - 1,Metropolitana,Talagante,AUTOPISTA DEL SOL NORTE RUTA 78 NORTE KM 31 1/2,-3.363.276,-7.086.888,72,CHAdeMO,DC,50
COPEC Ruta 78- Lado Norte - 1,Metropolitana,Talagante,AUTOPISTA DEL SOL NORTE RUTA 78 NORTE KM 31 1/2,-3.363.276,-7.086.888,72,Conector Tipo 2,AC,43
COPEC Ruta 78- Lado Norte - 1,Metropolitana,Talagante,AUTOPISTA DEL SOL NORTE RUTA 78 NORTE KM 31 1/2,-3.363.276,-7.086.888,72,Combinado Tipo 2,DC,50
COPEC Ruta 78- Lado Sur - 1,Metropolitana,Talagante,AUTOPISTA DEL SOL RUTA 78 SUR KM 31 1/2,-3.363.436,-7.086.855,72,CHAdeMO,DC,50
COPEC Ruta 78- Lado Sur - 1,Metropolitana,Talagante,AUTOPISTA DEL SOL RUTA 78 SUR KM 31 1/2,-3.363.436,-7.086.855,72,Combinado Tipo 2,DC,50
COPEC Ruta 78- Lado Sur - 1,Metropolitana,Talagante,AUTOPISTA DEL SOL RUTA 78 SUR KM 31 1/2,-3.363.436,-7.086.855,72,Conector Tipo 2,AC,43
COPEC San Carlos - 1,Ñuble,San Carlos,Ruta 5 Sur KM 380 Ruta 5 Oriente San Carlos S/N,-3.647.158,-7.200.754,72,CHAdeMO,DC,50
COPEC San Carlos - 1,Ñuble,San Carlos,Ruta 5 Sur KM 380 Ruta 5 Oriente San Carlos S/N,-3.647.158,-7.200.754,72,Combinado Tipo 2,DC,50
